(423.3600158691406, 338.4000244140625)
(429.1200256347656, 192.9600067138672)
(558.7200317382812, 172.8000030517578)
(449.280029296875, 177.12001037597656)
(456.4800109863281, 169.92001342773438)
(460.8000183105469, 200.16000366210938)
(427.6800231933594, 342.7200012207031)
(584.6400146484375, 250.5600128173828)
(584.6400146484375, 230.40000915527344)
(535.6799926757812, 151.20001220703125)
(580.3200073242188, 396.0000305175781)
(424.8000183105469, 194.40000915527344)
(488.1600341796875, 174.24000549316406)
(424.8000183105469, 341.2799987792969)
(600.4800415039062, 372.96002197265625)
(420.4800109863281, 336.96002197265625)
(519.8400268554688, 319.6800231933594)
(596.1600341796875, 329.760009765625)
(570.2400512695312, 181.44000244140625)
(603.3600463867188, 228.9600067138672)
(548.6400146484375, 162.72000122070312)
(420.4800109863281, 367.20001220703125)
(443.52001953125, 210.24000549316406)
(486.72003173828125, 177.12001037597656)
(581.760009765625, 393.1200256347656)
(383.0400085449219, 244.8000030517578)
(460.8000183105469, 168.48001098632812)
(678.2400512695312, 266.4000244140625)
(551.52001953125, 165.60000610351562)
(371.5200500488281, 316.2240295410156)
(508.03204345703125, 124.416015625)
(459.6480407714844, 390.5280456542969)
(520.1280517578125, 254.01602172851562)
(489.0240478515625, 254.01602172851562)
(530.4960327148438, 177.98402404785156)
(525.3120727539062, 131.32801818847656)
(494.2080383300781, 292.0320129394531)
(547.7760620117188, 390.5280456542969)
(578.8800659179688, 248.83203125)
(527.0400390625, 141.69601440429688)
(438.91204833984375, 399.16802978515625)
(489.0240478515625, 409.5360412597656)
(677.3760375976562, 433.72802734375)
(520.1280517578125, 409.5360412597656)
(336.96002197265625, 414.72003173828125)
(618.6240844726562, 342.14404296875)
(615.1680297851562, 342.14404296875)
(673.9200439453125, 414.72003173828125)
(333.5040283203125, 266.1120300292969)
(615.1680297851562, 338.6880187988281)
(393.9840393066406, 338.6880187988281)
(336.96002197265625, 433.72802734375)
(673.9200439453125, 433.72802734375)
(596.1600341796875, 330.04803466796875)
(523.5840454101562, 319.6800231933594)
(520.1280517578125, 319.6800231933594)
(489.0240478515625, 319.6800231933594)
(637.632080078125, 316.2240295410156)
(430.27203369140625, 229.8240203857422)
(578.8800659179688, 229.8240203857422)
(584.0640258789062, 229.8240203857422)
(508.03204345703125, 120.96001434326172)
(489.0240478515625, 292.0320129394531)
(637.632080078125, 295.488037109375)
(430.27203369140625, 250.56002807617188)
(696.3840942382812, 250.56002807617188)
(312.7680358886719, 250.56002807617188)
(374.9760437011719, 295.488037109375)
(316.2240295410156, 254.01602172851562)
(371.5200500488281, 295.488037109375)
(523.5840454101562, 254.01602172851562)
(520.1280517578125, 292.0320129394531)
(679.1040649414062, 266.1120300292969)
(412.9920349121094, 331.7760314941406)
(584.0640258789062, 250.56002807617188)
(494.2080383300781, 319.6800231933594)
(494.2080383300781, 254.01602172851562)
(570.2400512695312, 399.16802978515625)
(527.0400390625, 145.15200805664062)
(425.0880432128906, 250.56002807617188)
(570.2400512695312, 402.6240234375)
(511.488037109375, 162.43202209472656)
(527.0400390625, 176.25601196289062)
(673.9200439453125, 266.1120300292969)
(523.5840454101562, 139.968017578125)
(317.9520263671875, 245.3760223388672)
(561.6000366210938, 174.52801513671875)
(620.35205078125, 338.6880187988281)
(459.6480407714844, 383.61602783203125)
(456.1920471191406, 380.1600341796875)
(568.5120239257812, 181.4400177001953)
(323.1360168457031, 243.6480255126953)
(460.3392639160156, 387.76324462890625)
(373.248046875, 315.187255859375)
(522.5473022460938, 132.71041870117188)
(520.4736938476562, 408.499267578125)
(489.3696594238281, 408.499267578125)
(638.6688842773438, 296.52484130859375)
(547.4304809570312, 389.83685302734375)
(431.3088684082031, 248.83203125)
(431.3088684082031, 230.1696319580078)
(615.8593139648438, 342.14404296875)
(398.1312561035156, 340.0704345703125)
(696.7296752929688, 248.83203125)
(373.248046875, 296.52484130859375)
(489.3696594238281, 255.05284118652344)
(337.9968566894531, 414.7200622558594)
(489.3696594238281, 319.3344421386719)
(489.3696594238281, 290.3040466308594)
(337.9968566894531, 431.3088684082031)
(673.9201049804688, 412.6464538574219)
(520.4736938476562, 292.3776550292969)
(439.603271484375, 400.2048645019531)
(508.0320739746094, 159.66722106933594)
(597.1968994140625, 329.70245361328125)
(524.620849609375, 319.3344421386719)
(508.0320739746094, 124.416015625)
(673.9201049804688, 433.3824462890625)
(638.6688842773438, 315.187255859375)
(313.1136474609375, 248.83203125)
(580.6080932617188, 250.9056396484375)
(520.4736938476562, 319.3344421386719)
(680.140869140625, 265.42083740234375)
(520.4736938476562, 255.05284118652344)
(578.5344848632812, 230.1696319580078)
(333.8496398925781, 265.42083740234375)
(508.0320739746094, 120.26881408691406)
(524.620849609375, 138.93121337890625)
(638.6688842773438, 311.0400390625)
(425.08807373046875, 250.9056396484375)
(425.08807373046875, 232.24322509765625)
(414.7200622558594, 333.8496398925781)
(593.0496826171875, 335.9232482910156)
(568.16650390625, 400.2048645019531)
(584.7553100585938, 250.9056396484375)
(584.7553100585938, 230.1696319580078)
(321.4080505371094, 248.83203125)
(692.58251953125, 244.68482971191406)
(454.11846923828125, 391.91046142578125)
(526.6944580078125, 145.1520233154297)
(615.8593139648438, 346.291259765625)
(456.19207763671875, 379.4688415527344)
(532.915283203125, 147.22561645507812)
(408.499267578125, 333.8496398925781)
(507.6174011230469, 124.41603088378906)
(525.03564453125, 131.88099670410156)
(520.0590209960938, 291.1335144042969)
(674.3348999023438, 430.4794616699219)
(338.4115905761719, 415.5495300292969)
(507.6174011230469, 161.7408447265625)
(674.3348999023438, 413.06121826171875)
(487.7108459472656, 410.5729064941406)
(597.1969604492188, 333.4349670410156)
(520.0590209960938, 408.0845642089844)
(440.4327392578125, 398.13128662109375)
(549.9188232421875, 390.66632080078125)
(460.33929443359375, 388.1780090332031)
(579.7786865234375, 228.9254913330078)
(430.4794616699219, 231.413818359375)
(338.4115905761719, 432.9677734375)
(614.6151733398438, 340.8999328613281)
(398.13128662109375, 340.8999328613281)
(520.0590209960938, 253.80870056152344)
(490.19915771484375, 320.99334716796875)
(520.0590209960938, 318.5050354003906)
(316.0167236328125, 248.83206176757812)
(430.4794616699219, 248.83206176757812)
(579.7786865234375, 248.83206176757812)
(696.729736328125, 248.83206176757812)
(373.2480773925781, 296.1101379394531)
(487.7108459472656, 256.2970275878906)
(373.2480773925781, 316.0167236328125)
(637.0100708007812, 313.52838134765625)
(330.9466247558594, 263.7619934082031)
(637.0100708007812, 296.1101379394531)
(490.19915771484375, 291.1335144042969)
(569.825439453125, 400.61962890625)
(527.5239868164062, 139.345947265625)
(676.8231811523438, 263.7619934082031)
(330.9466247558594, 432.9677734375)
(415.5495300292969, 333.4349670410156)
(691.7531127929688, 243.8554229736328)
(330.9466247558594, 413.06121826171875)
(455.3626708984375, 380.7130432128906)
(408.0845642089844, 333.4349670410156)
(532.5006103515625, 146.8109130859375)
(532.5006103515625, 179.15908813476562)
(325.9700012207031, 238.8787841796875)
(429.9818115234375, 232.9068145751953)
(486.71551513671875, 289.6405334472656)
(373.24810791015625, 313.5284118652344)
(549.4212036132812, 391.16400146484375)
(316.514404296875, 250.82272338867188)
(486.71551513671875, 322.4863586425781)
(692.7484741210938, 250.82272338867188)
(456.8556823730469, 388.17803955078125)
(486.71551513671875, 256.794677734375)
(397.135986328125, 340.40228271484375)
(373.24810791015625, 298.5984802246094)
(486.71551513671875, 409.0799255371094)
(671.8465576171875, 432.9678039550781)
(612.1268920898438, 343.38824462890625)
(597.1969604492188, 334.4302978515625)
(337.4162902832031, 432.9678039550781)
(429.9818115234375, 247.83673095703125)
(636.0147705078125, 298.5984802246094)
(337.4162902832031, 415.0518798828125)
(438.93975830078125, 397.135986328125)
(576.2950439453125, 229.92083740234375)
(579.2810668945312, 247.83673095703125)
(636.0147705078125, 313.5284118652344)
(519.5613403320312, 289.6405334472656)
(507.617431640625, 161.24317932128906)
(519.5613403320312, 409.0799255371094)
(507.617431640625, 122.42537689208984)
(674.8325805664062, 415.0518798828125)
(519.5613403320312, 253.8087158203125)
(522.54736328125, 131.38333129882812)
(519.5613403320312, 319.5003662109375)
(570.3231201171875, 400.1219482421875)
(331.4443054199219, 265.7526550292969)
(418.0378723144531, 229.92083740234375)
(415.0518798828125, 334.4302978515625)
(677.8185424804688, 262.76666259765625)
(673.63818359375, 429.9818115234375)
(673.63818359375, 415.64910888671875)
(336.819091796875, 415.64910888671875)
(487.312744140625, 408.48272705078125)
(551.8099975585938, 390.56683349609375)
(429.9818115234375, 232.9068145751953)
(576.8922729492188, 232.9068145751953)
(458.64727783203125, 386.983642578125)
(612.72412109375, 340.40228271484375)
(429.9818115234375, 247.2395477294922)
(397.7331848144531, 340.40228271484375)
(318.9031982421875, 250.82272338867188)
(691.5540771484375, 250.82272338867188)
(487.312744140625, 254.40591430664062)
(523.14453125, 257.9891052246094)
(598.391357421875, 333.23590087890625)
(523.14453125, 322.4863586425781)
(487.312744140625, 290.23773193359375)
(487.312744140625, 322.4863586425781)
(634.2232055664062, 311.73681640625)
(336.819091796875, 429.9818115234375)
(508.81182861328125, 125.41136169433594)
(580.4754638671875, 247.2395477294922)
(505.2286376953125, 164.8263702392578)
(372.6509094238281, 315.32000732421875)
(372.6509094238281, 297.4040832519531)
(433.56500244140625, 222.1572723388672)
(637.806396484375, 297.4040832519531)
(519.5613403320312, 408.48272705078125)
(566.1427612304688, 397.7331848144531)
(519.5613403320312, 290.23773193359375)
